title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
Harem,tv,Drama,2018,tt7930816,7.6,188,
"B: The Beginning",tv,"Action, Animation, Crime",2018,tt7944664,7,5915,
"Cocaine Coast",tv,"Crime, Drama, Thriller",2018,tt6970710,7.9,4821,
"Flint Town",tv,"Crime, Documentary",2018,tt8004578,7.8,4171,
"Wild Wild Country",tv,"Crime, Documentary",2018,tt7768848,8.1,37180,
"The Boss Baby: Back in Business",tv,"Adventure, Animation, Comedy",2018,tt7741824,6.5,4797,
"Uma Musume: Pretty Derby",tv,"Animation, Comedy, Drama",2018,tt8253268,6.8,392,
"Girls Incarcerated: Young and Locked Up",tv,"Documentary, Reality-TV, Talk-Show",2018,tt8092942,7.2,1293,
"Glorious Day",tv,"Comedy, Drama, Romance",2014,tt5145650,7.3,38,
"A.I.C.O. Incarnation",tv,"Action, Animation, Sci-Fi",2018,tt8116380,6.3,1510,
"Nailed It!",tv,"Game-Show, Reality-TV",2018,tt6987788,7.4,5587,
"Viking Women",tv,Documentary,2014,tt4677500,6.6,46,
"SKAM Italia",tv,"Drama, Romance",2018,tt8360352,7.8,2661,
"Wild Italy",tv,Documentary,2014,tt6954630,7.2,18,
"Dinotrux Supercharged",tv,"Action, Adventure, Animation",2017,tt7620702,6.4,150,
"Creeped Out",tv,"Adventure, Drama, Family",2017,tt7573024,6.6,2659,
Sintonia,tv,"Crime, Drama, Music",2019,tt8165086,6.8,1855,
Edha,tv,"Drama, Mystery, Thriller",2018,tt7956274,4.9,721,
"Steins;Gate 0",tv,"Animation, Drama, Mystery",2018,tt5514358,8.4,13277,
,tv,Documentary,2005,,,,
"Dragons: Race to the Edge",tv,"Action, Adventure, Animation",2015,tt4816058,8.2,9971,
You,tv,"Crime, Drama, Romance",2018,tt7335184,7.6,343423,
"Sword Gai: The Animation",tv,"Animation, Fantasy",2018,tt7415066,5.7,1174,
"The Chalet",tv,"Drama, Mystery, Thriller",2017,tt8168678,7,7844,
"James Acaster: Repertoire",tv,Comedy,2018,tt7818686,8.4,4586,
,tv,Drama,2018,,,,
"Come Home",tv,Drama,2018,tt8001146,6.8,983,
"Lost Song",tv,"Adventure, Animation, Drama",2018,tt7211600,6.9,491,
"Something in the Rain",tv,"Drama, Romance",2018,tt8078816,8,10163,
"The Bletchley Circle: San Francisco",tv,"Crime, Drama, History",2018,tt7978912,6.9,3357,
"Fastest Car",tv,"Documentary, Reality-TV",2018,tt8295694,7.1,1500,
"ReBoot: The Guardian Code",tv,"Action, Comedy, Drama",2018,tt6849940,3.8,1341,
"LAST HOPE",tv,"Action, Adventure, Animation",2018,tt8893554,5.7,541,
"Trump: An American Dream",tv,"Biography, Documentary",2017,tt7596008,7.2,4985,
"Wotakoi: Love is Hard for Otaku",tv,"Animation, Comedy, Romance",2018,tt8254880,7.5,5477,
"Forest of Piano",tv,"Adventure, Animation, Drama",2018,tt8043492,7.3,1280,
"Dragon Pilot: Hisone and Masotan",tv,"Animation, Fantasy, Sci-Fi",2018,tt8528256,6.8,657,
"Love Destiny",tv,"Drama, Fantasy, History",2018,tt8207950,7.8,359,
Shigunaru,tv,"Crime, Drama, Sci-Fi",2018,tt8315772,7,289,
Fugitiva,tv,Drama,2018,tt7158972,5.6,815,
"The Confidence Man JP",tv,"Comedy, Crime, Drama",2018,tt8258938,7.5,1050,
"Bobby Kennedy for President",tv,"Biography, Documentary, Drama",2018,tt8200004,8.1,2191,
Amo,tv,"Crime, Drama",2017,tt7218736,6.4,462,
"Kantaro: The Sweet Tooth Salaryman",tv,"Adventure, Comedy, Drama",2017,tt6983520,7.5,945,
"Wok of Love",tv,"Comedy, Romance",2018,tt8236528,7.4,1682,
"The Honeymoon Stand-up Special",tv,Comedy,2018,tt7698408,6.8,564,
"Churchill's Secret Agents: The New Recruits",tv,"Documentary, History, Reality-TV",2018,tt8268994,7.7,671,
"The Governor",tv,Drama,2016,tt7128052,7.9,122,
"Clean with Passion for Now",tv,"Comedy, Romance",2018,tt7981562,7,2986,
"Spy Kids: Mission Critical",tv,"Action, Adventure, Animation",2018,tt6714408,4.7,501,
Aggretsuko,tv,"Animation, Comedy, Drama",2018,tt8019444,8,7887,
"Luis Miguel: The Series",tv,"Biography, Drama, History",2018,tt8045690,8,5351,
"The Woman in White",tv,"Drama, Mystery, Thriller",2018,tt6036728,6.8,2287,
"The Protector",tv,"Action, Adventure, Drama",2018,tt7668518,6.4,38509,
"Investigation Partners",tv,"Crime, Drama, Mystery",2018,tt8243374,8.1,1708,
"We Speak Dance",tv,Documentary,2018,tt7737500,7.3,169,
"First Wives Club",tv,"Comedy, Romance",2019,tt7546362,7.5,2168,
Rea(l)ove,tv,Reality-TV,2018,tt8477194,6.4,315,
"Evil Genius: The True Story of America's Most Diabolical Bank Heist",tv,"Crime, Documentary",2018,tt8342862,7.5,32312,
"Another Life",tv,"Adventure, Drama, Mystery",2019,tt8369840,5.3,39538,
"The Break with Michelle Wolf",tv,"Comedy, Talk-Show",2018,tt8010342,5.6,1959,
,tv,Reality,2018,,,,
"Chilling Adventures of Sabrina",tv,"Drama, Fantasy, Horror",2018,tt7569592,7.4,114900,
"Gold Stars: The Story of the FIFA World Cup Tournaments",tv,"Documentary, Sport",2017,tt8262610,6.9,213,
Caramel,tv,"Comedy, Romance",2017,tt7015502,6.8,185,
"Sacred Games",tv,"Action, Crime, Drama",2018,tt6077448,8.5,95599,
"Tuca & Bertie",tv,"Animation, Comedy",2019,tt8036272,7.4,8886,
"Kibaoh Klashers",tv,"Adventure, Animation, Family",2017,tt7492122,7.5,40,
"After Life",tv,"Comedy, Drama",2019,tt8398600,8.4,162151,
"The Who Was? Show",tv,"Adventure, Comedy, Family",2018,tt7488702,6.7,765,
"What's Wrong with Secretary Kim",tv,"Comedy, Mystery, Romance",2018,tt8242904,8,22612,
Legacies,tv,"Adventure, Drama, Fantasy",2018,tt8103070,7.2,40139,
"The Last Dance",tv,"Biography, Documentary, History",2020,tt8420184,9,168056,
"Cinderella Chef",tv,"Comedy, Fantasy, History",2018,tt9165940,7.8,88,
Falk,tv,"Comedy, Crime",2017,tt6288298,6.4,88,
Charmed,tv,"Drama, Fantasy, Mystery",2018,tt6394324,4.8,18566,
"She-Ra and the Princesses of Power",tv,"Action, Adventure, Animation",2018,tt7745956,8.1,21034,
Explained,tv,Documentary,2018,tt8005374,8,10224,
"Love Island Australia",tv,Reality-TV,2018,tt8467296,5.7,947,
"I'm a Mother, Too",tv,Drama,2018,tt8484236,8,7,
"Over Water",tv,Drama,2018,tt7281630,6.7,1475,
"Kobiety mafii",tv,"Action, Drama",2018,tt8793970,5.4,292,
Simon,tv,"Adventure, Animation, Comedy",2016,tt7699866,6.7,177,
"Ponysitters Club",tv,"Drama, Family",2017,tt7692572,5.9,145,
"November 13: Attack on Paris",tv,"Crime, Documentary",2018,tt8194716,8.2,3924,
"The Hollow",tv,"Adventure, Animation, Drama",2018,tt6193336,7.2,5464,
"The Great British Baking Show: The Professionals",tv,"Game-Show, Reality-TV",2016,tt5622304,6.1,431,
Life,tv,"Drama, Thriller",2018,tt8243158,7.5,1086,
"Zhí jùchâng - jîmù zhî jiâ",tv,"Drama, Horror",2017,tt7053684,5.3,148,
Chambers,tv,"Drama, Fantasy, Horror",2019,tt7949204,6.4,10239,
Chosen,tv,Action,2018,tt7317178,5.3,137,
"The House of Flowers",tv,"Comedy, Drama",2018,tt8387348,7.5,8884,
"The Queen of Flow",tv,"Drama, Music, Romance",2018,tt8560918,7.7,1767,
"The Beauty and the Beasts",tv,"Action, Adventure, Crime",2018,tt8482122,6.7,179,
,tv,"Comedy, Drama",2015,,,,
,tv,"Animation, Comedy",2018,,,,
,tv,Animation,2018,,,,
"The Ballad of Hugo Sánchez",tv,"Comedy, Drama, Sport",2018,tt8498114,6.5,946,
Bodyguard,tv,"Crime, Drama, Thriller",2018,tt7493974,8,161917,
"The Good Cop",tv,"Comedy, Crime, Drama",2018,tt7183074,7,7524,
"All About the Washingtons",tv,"Comedy, Music",2018,tt7661368,4.9,811,
Kazoops!,tv,"Animation, Comedy, Family",2016,tt6312916,7.1,137,
"Sugar Rush",tv,"Game-Show, Reality-TV",2018,tt8680560,7,1822,
"New Amsterdam",tv,Drama,2018,tt7817340,7.9,53674,
"The Comedy Lineup",tv,Comedy,2018,tt8687584,6,584,
"Legend of Yun Xi",tv,"Fantasy, History, Romance",2018,tt9053984,7.4,570,
"Stath Lets Flats",tv,Comedy,2018,tt7524382,7.7,5777,
"Mr. Tonegawa: Middle Management Blues",tv,"Animation, Comedy",2018,tt8113938,7.1,206,
"Ainori Love Wagon: Asian Journey",tv,"Game-Show, Reality-TV",2017,tt7510930,7,361,
"The Conners",tv,Comedy,2018,tt8595140,5.9,14043,
"Sirius the Jaeger",tv,"Action, Animation, History",2018,tt8565136,6.7,2592,
"How NOT to Summon a Demon Lord",tv,"Adventure, Animation, Comedy",2018,tt8438524,7,5364,
"Harvey Girls Forever!",tv,"Adventure, Animation, Comedy",2018,tt7758552,6.7,350,
"Back Street Girls",tv,"Animation, Comedy",2018,tt8693818,6.6,1267,
Baki,tv,"Action, Animation, Drama",2016,tt6357658,6.8,10294,
Samantha!,tv,Comedy,2018,tt6626676,6.6,597,
"Hi Score Girl",tv,"Animation, Comedy, Romance",2018,tt8963328,7.9,2676,
Ghoul,tv,"Drama, Fantasy, Horror",2018,tt5909930,7,15691,
"My ID Is Gangnam Beauty",tv,"Comedy, Drama, Romance",2018,tt8585954,7.2,7433,
Insatiable,tv,"Comedy, Drama, Thriller",2018,tt6487482,6.5,34700,
"On Children",tv,"Drama, Family, Sci-Fi",2018,tt8507402,7.4,494,
"Crime Patrol",tv,"Crime, Drama, Mystery",2003,tt1921518,7.8,1722,
Ultraman,tv,"Action, Adventure, Animation",2019,tt8699270,6.8,2808,
"The Epic Tales of Captain Underpants",tv,"Action, Adventure, Animation",2018,tt7741830,6.7,1379,
"13 Reasons Why: Beyond the Reasons",tv,"Documentary, Talk-Show",2017,tt8615966,6.2,409,
"Still 17",tv,"Comedy, Romance",2018,tt8648696,7.8,4024,
"Treehouse Detectives",tv,"Animation, Family, Mystery",2018,tt8591984,7.7,100,
"Your Honor",tv,Drama,2018,tt8586046,7.6,426,
"Narcos: Mexico",tv,"Crime, Drama",2018,tt8714904,8.3,98239,
"Amazing Interiors",tv,Documentary,2018,tt8747342,6.6,915,
"Dark Tourist",tv,"Adventure, Documentary",2018,tt8725166,7.4,8447,
"Dead Lucky",tv,"Crime, Thriller",2018,tt7704512,6.8,1237,
"Jimmy: The True Story of a True Idiot",tv,Comedy,2018,tt6866914,6.7,100,
"Gibo to Musume no Blues",tv,Family,2018,tt8685828,7.4,452,
"Rise of the Teenage Mutant Ninja Turtles",tv,"Action, Adventure, Animation",2018,tt6601082,5.9,6738,
,tv,,2017,,,,
"The Dragon Prince",tv,"Action, Adventure, Animation",2018,tt8688814,8.2,30683,
"Cupcake & Dino: General Services",tv,"Action, Animation, Comedy",2018,tt8697554,7.5,1095,
,tv,,2011,,,,"ID, IN, MY, PH, PK, TH, TW"
"Women of the Night",tv,"Crime, Drama",2019,tt7785420,6.3,1163,
,tv,"Documentary, Reality",2018,,,,
"La Casa",tv,Drama,2015,tt4794620,6.3,71,
"The Curious Creations of Christine McConnell",tv,"Comedy, Horror, Talk-Show",2018,tt8773080,7.7,2672,
"The Kominsky Method",tv,"Comedy, Drama",2018,tt7255502,8.2,45895,
Messiah,tv,"Drama, Mystery, Thriller",2020,tt7671598,7.6,48561,
Switched,tv,"Drama, Sci-Fi",2018,tt8747882,7.1,1916,
"The Could've-Gone-All-the-Way Committee",tv,Drama,2018,tt8499662,6.7,133,
Ratched,tv,"Crime, Drama, History",2020,tt7423538,7.2,76204,
"When They See Us",tv,"Biography, Crime, Drama",2019,tt7137906,8.8,149126,
"Sex Education",tv,"Comedy, Drama, Romance",2019,tt7767422,8.2,380915,
"Dead to Me",tv,"Comedy, Crime, Drama",2019,tt8064302,7.9,106485,
"Talking Tom & Friends",tv,"Adventure, Animation, Comedy",2014,tt4648640,6,773,
"Junior Bake Off",tv,"Game-Show, Reality-TV",2011,tt2131864,7.7,352,
"The Story of Ming Lan",tv,"Drama, History, Romance",2018,tt9465476,8.2,1200,
"72 Dangerous Animals - Asia",tv,Documentary,2018,tt8728268,6.5,718,
Afflicted,tv,"Documentary, Mystery, Reality-TV",2018,tt8792570,5.2,1231,
"Living with Yourself",tv,"Comedy, Drama, Sci-Fi",2019,tt8880894,7.1,36807,
V-Wars,tv,"Drama, Horror, Sci-Fi",2019,tt7403736,6,15773,
"The Truth About Franco: Spain's Forgotten Dictatorship",tv,Documentary,2020,tt12117740,6.9,317,
,tv,"Animation, Kids",2016,,,,
Toon,tv,Comedy,2016,tt5698140,7.5,1101,
"The Mire",tv,"Crime, Drama, Thriller",2018,tt8855592,7.1,6323,
Booba,tv,"Animation, Comedy, Family",2014,tt6581428,6.8,594,
"Magic for Humans",tv,"Comedy, Reality-TV",2018,tt8425308,7.2,3884,
"Stay Here",tv,Reality-TV,2018,tt8773338,7.5,1207,
Fenix,tv,"Crime, Drama, Thriller",2018,tt6361278,6.7,496,
Hackerville,tv,"Action, Thriller",2018,tt8129610,7,1863,
"100 Days My Prince",tv,"Action, Comedy, History",2018,tt8199972,7.8,4297,
"Follow This",tv,Documentary,2018,tt8560884,5.2,758,
Smoking,tv,Crime,2018,tt8758778,7.3,626,
"Jiang Teacher, You Talked About Love It",tv,Drama,2016,tt7035248,5.3,35,
"Q Series: Love of Sandstorm",tv,Family,2016,tt6093070,7.4,348,
"Close Your Eyes Before It's Dark",tv,Crime,2016,tt6506806,7,277,
Wanderlust,tv,Drama,2018,tt7608238,7,6311,
"Cleo & Cuquin",tv,"Animation, Family",2018,tt7956374,7,138,
What/If,tv,"Drama, Mystery, Thriller",2019,tt8860450,6.3,17910,
"Paradise PD",tv,"Action, Animation, Comedy",2018,tt8235236,6.8,23100,
Signs,tv,"Crime, Thriller",2018,tt8917248,6.4,2330,
"Inside the Criminal Mind",tv,"Crime, Documentary",2017,tt6775794,5.4,1270,
"Roswell, New Mexico",tv,"Drama, Romance, Sci-Fi",2019,tt7588054,6.4,14794,
Immortals,tv,"Drama, Fantasy, Romance",2018,tt8063174,5.1,9958,
Animanimals,tv,Animation,2013,tt11291384,8.4,57,
"Devilish Joy",tv,Romance,2018,tt8594250,7.3,645,
"The Order",tv,"Drama, Fantasy, Horror",2019,tt8295472,6.7,35192,
"A Taiwanese Tale of Two Cities",tv,Drama,2018,tt8893498,6.4,189,
"Marcus Level",tv,"Adventure, Animation, Comedy",2014,tt4236204,7.6,61,
Pistorius,tv,"Documentary, Sport",2018,tt5556152,7.4,807,
"First and Last",tv,Documentary,2018,tt8893502,6.7,520,
"Norm Macdonald Has a Show",tv,"Comedy, Talk-Show",2018,tt8139862,8.5,3932,
"Find Me in Paris",tv,"Comedy, Drama, Family",2018,tt7150060,6.8,1620,
"Black Earth Rising",tv,"Drama, Thriller",2018,tt7660730,7.5,5926,
"Beauty Inside",tv,"Drama, Fantasy, Romance",2018,tt8801708,7.5,3698,
"Cannon Busters",tv,"Animation, Fantasy",2019,tt5066664,6.6,1469,
"Undercover Law",tv,"Action, Drama",2018,tt8888710,7,295,
"Where Stars Land",tv,"Drama, Romance",2018,tt8991740,7.1,1587,
"Car Masters: Rust to Riches",tv,Reality-TV,2018,tt8893550,8.3,11966,
"Boca Juniors Confidential",tv,"Documentary, Sport",2018,tt8893546,6.3,410,
"The Greatest Divorce",tv,"Comedy, Romance",2018,tt8969998,7.3,168,
"All American",tv,"Drama, Sport",2018,tt7414406,7.6,15793,
"Avatar: The Last Airbender",tv,"Action, Adventure, Comedy",2024,tt9018736,7.2,80114,
Hilda,tv,"Adventure, Animation, Drama",2018,tt6385540,8.6,15357,
"The Third Charm",tv,"Comedy, Romance",2018,tt8954026,6.2,628,
"Pine Gap",tv,"Drama, Mystery, Thriller",2018,tt7371868,7.2,7600,
Battlefish,tv,Reality-TV,2018,tt8893566,7,527,
"Unauthorized Living",tv,Drama,2018,tt6970700,7.4,6852,
Nielegalni,tv,"Action, Thriller",2018,tt8589990,6.2,237,
"Exposed: The Case of Keli Lane",tv,"Crime, Documentary",2018,tt11189248,6.9,243,
"No Good Nick",tv,"Comedy, Drama, Family",2019,tt9039142,6.1,3995,
"The Inmate",tv,"Drama, Thriller",2018,tt8452308,6.8,3536,
,tv,"Animation, Kids",2018,,,,
"Made in Mexico",tv,Reality-TV,2018,tt8871764,4,803,
"Best. Worst. Weekend. Ever.",tv,"Comedy, Family",2018,tt7768010,6.3,380,
"The Cry",tv,"Drama, Mystery, Thriller",2018,tt5473364,7.3,5993,
"Dino Mecard",tv,"Action, Adventure, Animation",2017,tt22264660,8.4,11,
Baby,tv,Drama,2018,tt7645192,6.9,14627,
"Paquita la del Barrio",tv,"Biography, Drama, Musical",2017,tt6272944,7.7,89,
"Rascal Does Not Dream of Bunny Girl Senpai",tv,"Animation, Drama, Fantasy",2018,tt8993398,8,21114,
"The Bureau of Magical Things",tv,"Drama, Family, Fantasy",2018,tt7153034,6.9,3440,
"Oh My Ghost",tv,Comedy,2018,tt9048794,6.5,183,
1983,tv,"Crime, Drama, Thriller",2018,tt7371666,6.7,4363,
,tv,,2017,,,,
"8 Days",tv,"Drama, Sci-Fi",2019,tt6374028,6.7,2535,
"False Identity",tv,"Crime, Drama, Romance",2018,tt8598690,7,455,
"Go Go Squid!",tv,"Drama, Romance, Sport",2019,tt10369876,7.6,2131,
"YG Future Strategy Office",tv,Comedy,2018,tt8129694,6.7,230,
"Bloom Into You",tv,"Animation, Drama, Romance",2018,tt8993464,7.8,2351,
"Little Things",tv,"Comedy, Romance",2016,tt6522580,8.2,8035,
Radiant,tv,"Adventure, Animation, Fantasy",2018,tt9225320,6.7,780,
"Dancing Queen",tv,"Music, Reality-TV",2018,tt8882486,7.1,1723,
"Salt Fat Acid Heat",tv,Documentary,2018,tt8772088,7.6,2981,
"Spinning Out",tv,"Drama, Sport",2020,tt9117054,7.5,18432,
Fightworld,tv,Documentary,2018,tt9047526,7.5,978,
Superwog,tv,Comedy,2017,tt7786486,7.6,1938,
"The Rising of the Shield Hero",tv,"Action, Adventure, Animation",2019,tt9529546,7.7,20620,
"The Promised Neverland",tv,"Action, Adventure, Animation",2019,tt8788458,8.1,53538,
Dororo,tv,"Action, Adventure, Animation",2019,tt9458304,8.2,25136,
Revisions,tv,"Action, Animation, Sci-Fi",2019,tt9522354,5.9,765,
Westside,tv,Musical,2018,tt8693758,6,175,
"Medal of Honor",tv,"Documentary, War",2018,tt7440274,8.2,2041,
"Kaguya-sama: Love is War",tv,"Animation, Comedy, Romance",2019,tt9522300,8.5,24718,
Cursed,tv,"Adventure, Drama, Fantasy",2020,tt8210856,6,34403,
"The Politician",tv,"Comedy, Drama",2019,tt7971476,7.5,25367,
"Meet Me After School",tv,"Drama, Romance",2018,tt9271566,7.2,677,
"Ingress: The Animation",tv,"Animation, Sci-Fi",2018,tt9561968,6.4,672,
Butterfly,tv,Drama,2018,tt7703440,6.4,2012,
"Wild District",tv,"Action, Crime, Drama",2018,tt8105958,8.1,2248,
Haunted,tv,"Horror, Reality-TV",2018,tt9077192,4.7,3651,
"Larva Island",tv,"Adventure, Animation, Comedy",2018,tt9077194,6.5,581,
"Dirty John",tv,"Crime, Drama",2018,tt7945720,7.3,25398,
"Victim Number 8",tv,"Action, Drama, Thriller",2018,tt8500086,7,2587,
Demon,tv,"Adventure, Drama, Fantasy",2018,tt7414954,6.8,2918,
Tsurune,tv,"Animation, Drama, Sport",2018,tt8994044,7.4,711,
Tidelands,tv,"Crime, Drama, Fantasy",2018,tt6898970,6.8,9252,
"The Hookup Plan",tv,"Comedy, Romance",2018,tt9170638,7.1,6147,
"Super Drags",tv,"Animation, Comedy, Fantasy",2018,tt8912244,5.5,1996,
"Terrorism Close Calls",tv,Documentary,2018,tt6775816,5.3,898,
Robozuna,tv,"Animation, Family",2018,tt8454808,5.6,133,
Daybreak,tv,"Action, Adventure, Comedy",2019,tt8755226,6.7,25013,
"Patriot Act with Hasan Minhaj",tv,"Comedy, News, Talk-Show",2018,tt8080054,8.3,8093,
,tv,"Drama, Comedy",2018,,,,
"The Degenerates",tv,Comedy,2018,tt9077196,6.2,765,
Dogs,tv,"Documentary, History, Reality-TV",2018,tt9199798,7.9,1402,
"Ever Night",tv,"Adventure, Drama, Fantasy",2018,tt9193596,8,435,
"Memories of the Alhambra",tv,"Drama, Romance, Sci-Fi",2018,tt8236556,7.7,7812,
"Girl From Nowhere",tv,"Crime, Drama, Fantasy",2018,tt8824648,7.6,8011,
"Vai Anitta",tv,"Biography, Documentary",2018,tt8961530,5.5,531,
"Guillermo del Toro's Cabinet of Curiosities",tv,"Drama, Horror, Mystery",2022,tt8415836,7,61183,
Brainchild,tv,"Documentary, Family",2018,tt9203042,8.1,537,
"Motown Magic",tv,"Animation, Comedy, Family",2018,tt8959860,7.9,337,
"Castle & Castle",tv,Drama,2018,tt9898916,6.8,186,
"Kulipari: Dream Walker",tv,"Action, Adventure, Animation",2018,tt9203064,6.6,135,
,tv,,2017,,,,
"Our Planet",tv,Documentary,2019,tt9253866,9.2,57298,
"Petit ours brun",tv,"Animation, Family, Short",1988,tt9723346,5.6,6,
"45 rpm",tv,"Drama, Music",2019,tt8987918,7.2,686,
"Das Boot",tv,"Drama, War",2018,tt5830254,7.5,11105,
Encounter,tv,"Drama, Romance",2018,tt8769260,7.6,2903,
"Carole & Tuesday",tv,"Animation, Drama, Music",2019,tt8107988,7.8,2735,
"Rhythm + Flow",tv,"Music, Reality-TV",2019,tt9278032,7.5,2063,
"The Family Business",tv,"Action, Crime, Drama",2018,tt7146326,6.9,2452,
"The Last Empress",tv,Drama,2018,tt9146104,7.1,871,
"Prince of Peoria",tv,"Comedy, Family",2018,tt8001718,6.1,641,
Hache,tv,"Crime, Drama, Thriller",2019,tt8575476,6.5,2046,
"3Below: Tales of Arcadia",tv,"Action, Adventure, Animation",2018,tt7736544,7.6,7855,
"The Sound of Your Heart Reboot",tv,Comedy,2018,tt7885558,6.1,198,
"The Final Table",tv,"Game-Show, Reality-TV",2018,tt7619858,7.6,5078,
"Gisô no Fûfu",tv,"Comedy, Drama, Romance",2015,tt4898736,6.3,66,
,tv,"Animation, Kids",2018,,,,
"Al Hayba",tv,"Action, Crime, Drama",2017,tt7035576,7.2,2074,
"Selection Day",tv,Sport,2018,tt8004628,7.3,2506,
"SKY Castle",tv,"Drama, Mystery",2018,tt9151274,8.5,4804,
"Gangnam Scandal",tv,"Drama, Romance",2018,tt9376922,6.1,18,
"Better Than Us",tv,"Drama, Sci-Fi",2018,tt8285216,7.3,11984,
"Bumping Mics with Jeff Ross & Dave Attell",tv,Comedy,2018,tt9203078,7.7,1375,
"Nicky Jam: El Ganador",tv,"Biography, Music",2018,tt7949200,7.6,1335,
"My Strange Hero",tv,"Comedy, Drama",2018,tt9165992,7.3,1516,
"Cowboy Bebop",tv,"Action, Adventure, Comedy",2021,tt1267295,6.7,45227,
Molang,tv,"Animation, Comedy, Family",2015,tt6046238,8.2,539,
"Death by Magic",tv,Reality-TV,2018,tt8887956,6.1,769,
"Hero Mask",tv,"Action, Animation, Crime",2018,tt9316078,6.1,812,
"The Society",tv,"Drama, Mystery, Sci-Fi",2019,tt8778064,7.1,40279,
"The Innocent Man",tv,"Crime, Documentary",2018,tt0914376,7.3,6857,
"Rilakkuma and Kaoru",tv,"Animation, Comedy, Family",2019,tt9348716,8.2,1996,
"The Quintessential Quintuplets",tv,"Animation, Comedy, Drama",2019,tt9584920,7.6,8938,
"Tuntematon sotilas",tv,"Drama, History, War",2018,tt9604400,8.5,2767,
"Nailed It! Holiday!",tv,Reality-TV,2018,tt8760264,7.7,1288,
"Sunderland 'Til I Die",tv,"Documentary, Sport",2018,tt8914684,8.1,10010,
"Check the Store Next Door: The Series",tv,"Comedy, Drama",2018,tt9545904,7.6,201,
"AJ and the Queen",tv,"Adventure, Comedy, Drama",2020,tt8404094,7.5,9765,
"Russian Doll",tv,"Comedy, Drama, Mystery",2019,tt7520794,7.7,113082,
"Gangs of London",tv,"Action, Crime, Drama",2020,tt7661390,8,49544,
"7 Days Out",tv,Documentary,2018,tt9315990,6.7,665,
"Tidying Up with Marie Kondo",tv,Reality-TV,2019,tt8115560,6.6,4024,
"Romance Is a Bonus Book",tv,"Comedy, Drama, Romance",2019,tt9130542,8,8871,
"Murder Mountain",tv,"Crime, Documentary",2018,tt9078908,6.8,3710,
"Hashoter Hatov",tv,Comedy,2015,tt6070434,7.5,507,
,tv,Talk,2018,,,,KR
"Comedians of the World",tv,Comedy,2019,tt8685446,6.4,503,
"Abby Hatcher, Fuzzly Catcher",tv,"Adventure, Animation, Comedy",2018,tt9433014,5.2,283,
Osmosis,tv,"Romance, Sci-Fi",2019,tt7043380,5.8,3546,
"The A List",tv,"Crime, Drama, Horror",2018,tt9185110,5.5,3899,
"Confessions of a Serial Killer with Piers Morgan",tv,"Crime, Documentary",2017,tt7667038,3.9,1482,
"Turn Up Charlie",tv,"Comedy, Music",2019,tt8304498,7,8494,
"The Titan Games",tv,"Game-Show, Reality-TV",2019,tt7967262,7.2,3686,
"Pagan Peak",tv,"Crime, Drama, Mystery",2018,tt6905756,8,11724,
"Holiday Love",tv,Romance,2018,tt7701724,6,35,
"Cleaning Up",tv,"Crime, Drama",2019,tt8804656,6.3,2485,
"Legal High",tv,"Comedy, Drama",2019,tt9537270,7.1,267,
"Always a Witch",tv,"Drama, Fantasy",2019,tt8001250,6.3,2878,
"Shadow and Bone",tv,"Action, Adventure, Drama",2021,tt2403776,7.5,121201,
"In the Dark",tv,"Action, Crime, Mystery",2019,tt7772602,7.5,16218,
"Can You Hear Me",tv,"Comedy, Drama",2018,tt9747016,7.9,964,
"Conversations with a Killer: The Ted Bundy Tapes",tv,"Biography, Crime, Documentary",2019,tt9425132,7.7,34168,
